CustomerID,Gender,Age,Income,SpendingScore,Segment,SegmentDescription
259,Male,55,72,23,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
260,Male,58,51,33,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
261,Female,46,72,49,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
262,Male,23,19,36,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
263,Male,67,31,24,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
264,Female,69,79,57,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
265,Male,38,53,28,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
266,Male,60,46,18,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
267,Female,51,63,30,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
268,Female,37,35,7,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
269,Male,59,29,6,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
270,Male,61,72,45,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
271,Male,58,64,33,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
272,Female,22,12,30,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
273,Male,61,44,16,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
274,Female,26,19,42,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
275,Male,29,38,35,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
276,Female,39,65,40,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
277,Female,20,13,14,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
278,Female,62,72,43,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
279,Female,64,70,31,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
280,Male,36,52,39,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
281,Male,48,87,40,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
282,Male,19,19,17,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
283,Male,40,68,46,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
284,Male,25,28,25,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
285,Female,57,34,16,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
286,Male,69,26,1,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
287,Female,21,9,29,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
288,Male,65,50,18,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
289,Male,41,62,38,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
290,Male,28,23,31,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
291,Male,32,21,32,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
292,Male,50,98,41,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
293,Male,68,28,24,3,Premium Mature Customers: Thu nhập cao, chi tiêu cao, độ tuổi 45+.
294,Male,44,30,29,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
295,Female,19,9,44,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
296,Female,19,10,43,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
297,Female,43,28,1,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
298,Female,32,35,16,1,Conservative High-Income: Thu nhập cao, chi tiêu thận trọng, độ tuổi 40+.
299,Male,65,76,45,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
300,Male,41,52,28,2,Balanced Middle-Class: Thu nhập và chi tiêu trung bình, độ tuổi đa dạng.
