TransactionID,CustomerID,Product,Brand,Amount,Quantity,Date,Platform,PaymentMethod
1334,775,Electronics,Apple,1540000,3,2025-04-03,Tiki,ZaloPay
1335,651,Travel,Zara,1068000,4,2024-11-08,Shopee,COD
1336,466,Sports,Apple,411000,2,2025-04-21,Website,Banking
1337,199,Travel,Adidas,1428000,4,2024-10-23,Tiki,COD
1338,446,Fashion,Xiaomi,749000,2,2025-01-09,Shopee,COD
1339,487,Food,Adidas,1896000,3,2024-11-06,Website,Banking
1340,449,Fashion,Apple,515000,2,2025-01-06,Website,Banking
1341,180,Travel,Zara,1438000,2,2024-08-28,Shopee,ZaloPay
1342,265,Books,Samsung,1527000,2,2024-09-29,Tiki,ZaloPay
1343,772,Electronics,H&M,55000,2,2024-09-03,Tiki,Banking
1344,196,Home,Apple,1223000,3,2025-03-03,Tiki,ZaloPay
1345,145,Travel,Apple,1039000,1,2025-03-28,Tiki,MoMo
1346,208,Electronics,H&M,569000,3,2025-08-03,Shopee,MoMo
1347,576,Food,Zara,721000,4,2024-08-10,Shopee,Banking
1348,216,Electronics,Zara,1695000,3,2025-02-09,Lazada,ZaloPay
1349,703,Fashion,H&M,877000,3,2025-06-07,Website,Banking
1350,385,Fashion,Nike,808000,1,2025-03-07,Website,COD
1351,476,Beauty,Samsung,551000,4,2025-04-02,Website,COD
1352,853,Travel,Xiaomi,1785000,4,2024-09-15,Website,MoMo
1353,742,Sports,Zara,942000,2,2024-12-15,Website,Banking
1354,441,Electronics,Adidas,1475000,1,2024-12-02,Shopee,ZaloPay
1355,347,Food,Xiaomi,83000,2,2025-07-29,Website,Banking
1356,243,Books,H&M,1509000,4,2024-08-11,Tiki,Banking
1357,296,Electronics,H&M,827000,4,2025-04-14,Website,ZaloPay
1358,753,Home,Nike,1818000,2,2025-05-10,Website,COD
1359,925,Books,Zara,1050000,3,2024-10-04,Lazada,MoMo
1360,978,Fashion,Apple,1874000,1,2025-06-07,Tiki,Banking
1361,492,Books,Zara,281000,1,2024-12-29,Website,COD
1362,544,Home,Apple,1705000,1,2024-08-21,Website,ZaloPay
1363,508,Books,Nike,784000,2,2025-07-18,Website,Banking
1364,828,Travel,Xiaomi,1315000,1,2024-09-30,Website,MoMo
1365,79,Food,Xiaomi,1838000,4,2024-10-07,Shopee,Banking
1366,558,Home,Adidas,1981000,3,2025-03-13,Tiki,COD
1367,238,Fashion,Xiaomi,1360000,2,2025-06-09,Shopee,Banking
1368,506,Travel,Xiaomi,248000,1,2025-04-23,Website,MoMo
1369,775,Beauty,Nike,1687000,3,2025-07-18,Shopee,MoMo
1370,259,Home,Nike,1873000,1,2024-08-17,Website,Banking
1371,420,Books,Xiaomi,1774000,2,2025-07-05,Shopee,ZaloPay
1372,366,Travel,Xiaomi,1657000,3,2025-07-23,Shopee,Banking
1373,581,Food,Apple,1799000,3,2024-12-05,Lazada,COD
1374,24,Sports,Xiaomi,1682000,2,2025-07-13,Lazada,MoMo
1375,108,Sports,H&M,1564000,4,2025-07-20,Lazada,MoMo
1376,438,Sports,Zara,1165000,3,2025-03-26,Shopee,COD
1377,372,Home,Xiaomi,1621000,4,2024-08-15,Website,MoMo
1378,944,Fashion,Adidas,1354000,3,2025-03-12,Tiki,Banking
1379,621,Travel,Nike,1370000,2,2025-03-29,Lazada,MoMo
1380,10,Home,Zara,1569000,1,2024-09-16,Tiki,MoMo
1381,627,Fashion,Zara,1590000,3,2025-01-18,Website,COD
1382,74,Travel,Nike,1324000,1,2025-01-01,Shopee,COD
1383,277,Fashion,Adidas,1532000,3,2025-02-23,Website,COD
1384,164,Sports,Nike,488000,3,2025-08-02,Tiki,COD
1385,681,Fashion,Samsung,991000,4,2024-10-24,Tiki,COD
1386,105,Home,H&M,875000,3,2024-11-12,Lazada,Banking
1387,524,Books,Zara,88000,4,2024-10-25,Shopee,COD
1388,330,Books,H&M,1789000,4,2025-01-18,Tiki,COD
1389,381,Sports,Adidas,1964000,3,2025-01-27,Shopee,Banking
1390,592,Travel,H&M,170000,4,2025-02-27,Lazada,Banking
1391,474,Books,H&M,225000,3,2025-01-25,Shopee,ZaloPay
1392,200,Sports,Apple,1002000,1,2024-11-27,Lazada,MoMo
1393,980,Home,Samsung,1495000,4,2025-03-26,Website,ZaloPay
1394,338,Electronics,Xiaomi,166000,1,2024-08-28,Lazada,ZaloPay
1395,963,Fashion,Xiaomi,769000,4,2025-01-30,Tiki,ZaloPay
1396,674,Electronics,Nike,1393000,2,2024-12-30,Lazada,ZaloPay
1397,565,Electronics,Samsung,644000,2,2024-11-07,Tiki,COD
1398,530,Beauty,Nike,1024000,1,2025-07-20,Website,Banking
1399,540,Food,Zara,1928000,2,2024-08-27,Tiki,Banking
1400,994,Fashion,Samsung,1383000,3,2025-06-07,Tiki,MoMo
1401,681,Home,Zara,101000,4,2025-07-29,Lazada,COD
1402,529,Food,Nike,330000,4,2025-07-19,Tiki,MoMo
1403,311,Home,Apple,265000,1,2025-03-26,Tiki,MoMo
1404,397,Home,Xiaomi,446000,3,2024-08-13,Tiki,Banking
1405,82,Electronics,Nike,1169000,3,2024-11-10,Lazada,MoMo
1406,772,Food,Zara,1927000,1,2025-01-14,Tiki,ZaloPay
1407,451,Books,Xiaomi,164000,1,2025-02-01,Tiki,Banking
1408,906,Travel,H&M,517000,3,2025-04-24,Tiki,MoMo
1409,788,Books,Samsung,1511000,1,2025-06-06,Shopee,MoMo
1410,129,Beauty,Xiaomi,1537000,4,2024-12-09,Tiki,ZaloPay
1411,927,Food,Nike,510000,3,2025-02-18,Lazada,MoMo
1412,358,Home,H&M,1366000,1,2025-06-11,Website,Banking
1413,780,Travel,Apple,1283000,2,2024-08-27,Tiki,Banking
1414,374,Sports,Adidas,799000,1,2024-09-14,Lazada,COD
1415,370,Sports,Xiaomi,721000,3,2025-04-20,Website,Banking
1416,129,Books,Xiaomi,1459000,3,2025-03-16,Lazada,ZaloPay
1417,827,Sports,Adidas,133000,2,2024-09-21,Lazada,ZaloPay
1418,654,Books,Adidas,1626000,3,2024-08-21,Lazada,Banking
1419,129,Books,Xiaomi,666000,4,2025-02-20,Website,Banking
1420,958,Sports,Zara,60000,3,2024-08-11,Website,ZaloPay
1421,343,Travel,Zara,670000,4,2025-04-06,Website,Banking
1422,458,Food,H&M,175000,2,2025-06-22,Website,COD
1423,100,Travel,H&M,197000,1,2025-06-15,Shopee,Banking
1424,909,Home,Samsung,1283000,2,2025-04-08,Lazada,MoMo
1425,692,Travel,Zara,1176000,2,2025-07-10,Tiki,ZaloPay
1426,669,Sports,Adidas,1046000,4,2024-09-19,Shopee,ZaloPay
1427,68,Food,Adidas,1263000,2,2024-11-23,Website,COD
1428,828,Fashion,Xiaomi,850000,2,2025-06-22,Shopee,COD
1429,904,Electronics,Xiaomi,1123000,3,2025-05-22,Website,COD
1430,383,Sports,Xiaomi,592000,2,2024-12-24,Tiki,COD
1431,456,Food,Zara,113000,2,2024-10-17,Lazada,ZaloPay
1432,996,Food,Nike,466000,3,2025-06-17,Tiki,MoMo
1433,691,Beauty,H&M,1498000,3,2025-02-07,Shopee,ZaloPay
1434,581,Travel,Apple,1208000,2,2024-12-27,Website,COD
1435,598,Books,Adidas,1993000,3,2025-07-05,Tiki,COD
1436,762,Books,Zara,813000,2,2025-01-20,Lazada,COD
1437,261,Sports,H&M,1131000,1,2024-09-30,Tiki,ZaloPay
1438,81,Beauty,Zara,1104000,3,2024-12-05,Tiki,Banking
1439,355,Home,H&M,604000,1,2025-01-20,Website,MoMo
1440,29,Home,Adidas,295000,4,2024-10-26,Lazada,COD
1441,529,Travel,Xiaomi,893000,1,2025-03-29,Shopee,MoMo
1442,868,Travel,Adidas,1711000,3,2025-06-09,Tiki,COD
1443,694,Fashion,Samsung,1840000,4,2025-07-12,Shopee,MoMo
1444,880,Travel,Zara,1028000,4,2025-03-18,Shopee,Banking
1445,308,Books,Samsung,1165000,2,2025-05-04,Lazada,ZaloPay
1446,344,Sports,Xiaomi,416000,3,2025-06-19,Website,ZaloPay
1447,979,Travel,Zara,1555000,3,2025-02-12,Shopee,Banking
1448,933,Home,Zara,122000,4,2024-11-26,Website,Banking
1449,978,Home,Zara,477000,1,2024-08-22,Website,Banking
1450,807,Electronics,H&M,163000,3,2024-09-22,Shopee,MoMo
1451,21,Beauty,Zara,1958000,4,2025-05-09,Tiki,ZaloPay
1452,313,Home,H&M,1453000,3,2025-04-10,Shopee,MoMo
1453,997,Travel,Apple,72000,3,2024-11-08,Tiki,COD
1454,142,Travel,Adidas,1423000,4,2025-07-20,Website,COD
1455,533,Sports,Samsung,389000,1,2024-09-14,Tiki,MoMo
1456,64,Beauty,Adidas,1211000,2,2025-07-26,Tiki,Banking
1457,876,Travel,Samsung,1441000,3,2025-07-10,Shopee,Banking
1458,941,Home,Nike,1922000,2,2024-10-01,Website,Banking
1459,750,Home,Apple,1800000,2,2024-08-11,Lazada,COD
1460,421,Books,Adidas,1742000,4,2025-06-23,Tiki,COD
1461,268,Books,Nike,1959000,4,2025-07-04,Lazada,Banking
1462,648,Beauty,Apple,1352000,1,2025-01-15,Lazada,COD
1463,801,Beauty,Nike,1489000,4,2024-10-07,Shopee,ZaloPay
1464,453,Travel,Xiaomi,410000,1,2025-04-23,Lazada,ZaloPay
1465,805,Beauty,H&M,1604000,1,2024-08-29,Lazada,MoMo
1466,187,Beauty,Apple,1155000,4,2024-10-17,Shopee,ZaloPay
1467,28,Beauty,Samsung,433000,2,2024-08-21,Lazada,Banking
1468,311,Travel,Zara,99000,4,2025-05-22,Lazada,Banking
1469,306,Books,Adidas,696000,4,2024-12-12,Shopee,ZaloPay
1470,364,Fashion,Zara,275000,3,2024-12-29,Shopee,MoMo
1471,918,Books,Apple,818000,1,2025-05-11,Tiki,ZaloPay
1472,461,Food,Zara,200000,2,2025-05-06,Website,ZaloPay
1473,398,Travel,Apple,713000,4,2024-11-21,Website,Banking
1474,539,Fashion,Nike,221000,2,2025-06-13,Website,MoMo
1475,815,Travel,Samsung,762000,1,2024-08-30,Shopee,COD
1476,875,Electronics,Adidas,1237000,1,2025-06-25,Lazada,COD
1477,328,Home,Nike,1395000,2,2024-10-24,Tiki,COD
1478,438,Sports,Nike,82000,2,2025-02-22,Lazada,Banking
1479,406,Sports,Apple,1088000,1,2025-02-07,Website,Banking
1480,760,Fashion,Zara,1847000,4,2025-03-19,Shopee,Banking
1481,760,Beauty,Nike,1674000,2,2025-06-08,Lazada,COD
1482,178,Travel,Adidas,578000,1,2025-06-25,Tiki,Banking
1483,589,Home,Apple,800000,4,2024-09-07,Website,ZaloPay
1484,655,Food,Adidas,343000,2,2024-10-26,Lazada,COD
1485,576,Books,Apple,1382000,3,2024-12-31,Website,COD
1486,423,Fashion,Xiaomi,528000,3,2024-12-13,Lazada,MoMo
1487,535,Electronics,Xiaomi,595000,1,2024-10-11,Tiki,ZaloPay
1488,760,Travel,Apple,390000,1,2025-05-22,Tiki,Banking
1489,535,Travel,H&M,1314000,4,2024-08-16,Tiki,ZaloPay
1490,684,Travel,Adidas,1256000,3,2024-11-18,Lazada,COD
1491,881,Food,H&M,590000,2,2025-07-06,Website,ZaloPay
1492,867,Books,Adidas,1540000,2,2024-11-24,Shopee,COD
1493,533,Travel,H&M,1398000,4,2024-11-14,Website,MoMo
1494,318,Food,H&M,482000,4,2024-08-26,Lazada,COD
1495,665,Fashion,Xiaomi,1892000,3,2025-03-04,Website,Banking
1496,7,Travel,Nike,921000,1,2024-08-21,Tiki,ZaloPay
1497,950,Sports,Samsung,1224000,1,2025-01-10,Shopee,COD
1498,505,Electronics,Adidas,247000,2,2024-12-14,Website,ZaloPay
1499,129,Travel,Samsung,529000,2,2025-07-13,Tiki,COD
1500,8,Food,H&M,72000,4,2025-04-06,Tiki,Banking
1501,779,Home,Apple,262000,4,2024-12-01,Shopee,COD
1502,127,Fashion,Zara,1094000,2,2024-10-02,Website,Banking
1503,50,Sports,Xiaomi,382000,4,2025-04-12,Tiki,ZaloPay
1504,132,Travel,H&M,1502000,4,2025-07-24,Shopee,COD
1505,553,Home,Xiaomi,1751000,2,2024-10-25,Shopee,Banking
1506,849,Electronics,Samsung,566000,3,2025-07-07,Tiki,COD
1507,304,Food,Adidas,215000,1,2025-04-07,Lazada,Banking
1508,46,Books,Adidas,1766000,1,2025-04-23,Shopee,COD
1509,942,Food,Adidas,1730000,3,2025-07-06,Website,Banking
1510,806,Sports,Xiaomi,1716000,1,2025-04-17,Lazada,COD
1511,344,Books,Zara,1141000,1,2025-06-25,Shopee,COD
1512,115,Sports,Nike,1976000,4,2025-06-03,Lazada,MoMo
1513,806,Electronics,Xiaomi,738000,1,2024-10-28,Tiki,COD
1514,346,Beauty,Apple,334000,1,2024-12-18,Lazada,MoMo
1515,131,Travel,Zara,1320000,4,2024-12-15,Shopee,ZaloPay
1516,122,Sports,Nike,1338000,2,2024-08-10,Lazada,MoMo
1517,513,Sports,Samsung,388000,4,2024-09-11,Website,MoMo
1518,803,Fashion,Apple,787000,4,2025-08-05,Shopee,Banking
1519,611,Electronics,Adidas,1764000,3,2024-11-22,Tiki,COD
1520,15,Home,Apple,705000,1,2024-08-18,Website,Banking
1521,241,Beauty,H&M,535000,3,2025-07-08,Website,COD
1522,981,Travel,Nike,1266000,2,2024-12-18,Website,COD
1523,558,Food,Samsung,385000,1,2025-01-08,Website,ZaloPay
1524,53,Travel,Apple,989000,3,2024-12-27,Tiki,ZaloPay
1525,266,Sports,Samsung,415000,2,2024-08-23,Website,MoMo
1526,330,Beauty,Adidas,1361000,4,2025-07-06,Tiki,Banking
1527,516,Electronics,Nike,1532000,4,2024-10-24,Shopee,MoMo
1528,664,Sports,Apple,1412000,4,2025-04-28,Tiki,Banking
1529,430,Electronics,Xiaomi,1159000,2,2024-10-20,Tiki,MoMo
1530,377,Home,Nike,1032000,3,2025-04-14,Website,ZaloPay
1531,158,Sports,Adidas,1141000,4,2024-10-27,Website,Banking
1532,646,Books,Zara,1106000,4,2025-05-28,Tiki,COD
1533,82,Home,Apple,1688000,3,2025-06-09,Website,MoMo
1534,368,Fashion,Xiaomi,832000,4,2024-11-20,Website,Banking
1535,884,Fashion,Zara,328000,2,2024-08-11,Tiki,MoMo
1536,110,Travel,Adidas,91000,2,2025-05-24,Website,COD
1537,914,Sports,Xiaomi,337000,1,2025-06-29,Shopee,ZaloPay
1538,898,Fashion,Apple,1326000,2,2025-02-03,Tiki,ZaloPay
1539,493,Fashion,H&M,1082000,3,2025-02-19,Tiki,COD
1540,997,Home,Nike,1707000,1,2024-09-27,Lazada,COD
1541,341,Fashion,Zara,356000,2,2024-10-06,Lazada,ZaloPay
1542,996,Home,Apple,166000,4,2024-09-20,Lazada,MoMo
1543,344,Travel,Zara,238000,3,2025-04-16,Tiki,Banking
1544,42,Food,Apple,986000,2,2025-03-19,Website,COD
1545,805,Electronics,Xiaomi,432000,1,2025-03-22,Tiki,MoMo
1546,902,Travel,Zara,260000,1,2024-11-30,Lazada,COD
1547,337,Fashion,Zara,535000,2,2025-04-02,Tiki,COD
1548,668,Electronics,Samsung,1916000,3,2024-10-21,Lazada,MoMo
1549,787,Fashion,Apple,1551000,3,2025-07-16,Tiki,ZaloPay
1550,346,Sports,Apple,1347000,4,2025-03-05,Shopee,Banking
1551,43,Electronics,Apple,530000,4,2025-02-02,Tiki,Banking
1552,413,Food,Zara,1967000,2,2024-11-29,Website,COD
1553,478,Travel,Xiaomi,71000,2,2025-01-29,Tiki,Banking
1554,548,Home,Adidas,943000,1,2024-08-25,Lazada,COD
1555,806,Sports,Adidas,1320000,3,2025-06-10,Tiki,Banking
1556,502,Sports,Xiaomi,606000,3,2025-01-01,Tiki,MoMo
1557,903,Electronics,Apple,1709000,1,2025-05-18,Website,MoMo
1558,484,Sports,H&M,710000,3,2025-05-08,Lazada,Banking
1559,24,Food,Apple,1026000,4,2025-04-12,Lazada,Banking
1560,193,Electronics,Zara,1282000,1,2025-05-02,Tiki,ZaloPay
1561,837,Fashion,Zara,174000,4,2025-03-12,Shopee,MoMo
1562,838,Books,Apple,1580000,2,2025-03-17,Tiki,Banking
1563,497,Travel,Apple,526000,2,2025-05-25,Website,MoMo
1564,635,Sports,H&M,162000,3,2025-04-23,Lazada,COD
1565,120,Beauty,Zara,753000,3,2025-05-12,Tiki,MoMo
1566,146,Home,H&M,789000,1,2024-12-06,Website,ZaloPay
1567,374,Food,Samsung,568000,1,2025-02-05,Tiki,MoMo
1568,359,Travel,Zara,1796000,3,2025-07-07,Website,MoMo
1569,34,Travel,H&M,1431000,4,2025-04-15,Tiki,Banking
1570,200,Beauty,Samsung,1663000,3,2025-02-03,Lazada,ZaloPay
1571,6,Sports,H&M,934000,1,2025-07-03,Shopee,MoMo
1572,221,Sports,Samsung,1455000,4,2024-10-19,Website,COD
1573,718,Electronics,Xiaomi,443000,1,2025-06-11,Website,COD
1574,697,Travel,Samsung,749000,2,2024-11-24,Shopee,ZaloPay
1575,540,Books,Adidas,1785000,2,2025-03-06,Lazada,ZaloPay
1576,735,Electronics,Zara,92000,2,2024-10-05,Lazada,Banking
1577,776,Electronics,Samsung,877000,1,2025-05-15,Website,ZaloPay
1578,948,Home,Nike,589000,1,2024-09-29,Shopee,MoMo
1579,776,Fashion,Apple,719000,4,2024-08-15,Tiki,Banking
1580,725,Books,Zara,1911000,3,2024-09-17,Website,ZaloPay
1581,431,Beauty,H&M,762000,3,2024-12-06,Tiki,Banking
1582,506,Electronics,Adidas,1566000,3,2025-06-26,Website,ZaloPay
1583,837,Travel,Apple,358000,3,2025-06-29,Lazada,ZaloPay
1584,375,Sports,H&M,1521000,4,2025-08-05,Shopee,COD
1585,867,Travel,Nike,749000,2,2024-10-02,Website,COD
1586,459,Sports,Nike,1752000,1,2024-09-18,Tiki,MoMo
1587,494,Home,Samsung,1409000,3,2025-01-01,Shopee,Banking
1588,183,Sports,Adidas,1569000,4,2024-08-31,Tiki,MoMo
1589,854,Travel,Adidas,1537000,2,2025-01-17,Tiki,ZaloPay
1590,43,Fashion,H&M,1587000,2,2024-12-27,Website,Banking
1591,181,Electronics,Apple,386000,4,2025-02-10,Lazada,Banking
1592,704,Home,Apple,994000,4,2025-06-14,Shopee,MoMo
1593,324,Food,Samsung,351000,4,2024-09-24,Lazada,ZaloPay
1594,985,Fashion,H&M,1029000,4,2025-03-11,Shopee,MoMo
1595,30,Home,H&M,1761000,3,2025-03-23,Tiki,Banking
1596,466,Beauty,Samsung,1505000,2,2025-06-23,Shopee,ZaloPay
1597,1,Fashion,Zara,1866000,3,2024-12-30,Tiki,Banking
1598,749,Food,Apple,1526000,4,2024-09-07,Lazada,Banking
1599,465,Home,Zara,740000,3,2025-05-04,Website,ZaloPay
1600,723,Beauty,H&M,698000,4,2025-01-02,Tiki,ZaloPay
1601,998,Sports,Zara,1452000,4,2025-06-22,Website,Banking
1602,987,Food,Samsung,741000,1,2024-09-29,Tiki,MoMo
1603,268,Sports,Apple,1555000,3,2024-10-27,Lazada,MoMo
1604,331,Home,Apple,1878000,4,2025-06-01,Lazada,COD
1605,759,Food,Nike,196000,2,2024-12-11,Lazada,Banking
1606,628,Electronics,Xiaomi,554000,1,2025-02-08,Website,ZaloPay
1607,124,Fashion,Samsung,141000,2,2024-10-23,Shopee,COD
1608,411,Sports,Xiaomi,879000,4,2025-07-23,Tiki,ZaloPay
1609,791,Travel,H&M,1732000,1,2025-02-22,Shopee,MoMo
1610,412,Travel,Apple,1295000,2,2025-07-05,Tiki,ZaloPay
1611,757,Food,Nike,1562000,1,2025-02-23,Website,ZaloPay
1612,129,Home,H&M,1320000,2,2024-09-03,Lazada,MoMo
1613,517,Home,Zara,353000,4,2024-09-14,Website,MoMo
1614,2,Books,H&M,771000,3,2025-01-16,Website,Banking
1615,155,Home,H&M,1172000,1,2024-11-12,Tiki,Banking
1616,137,Beauty,Nike,1136000,4,2025-02-11,Lazada,Banking
1617,522,Home,Samsung,1702000,3,2025-02-23,Website,ZaloPay
1618,573,Fashion,Nike,1349000,4,2025-02-17,Lazada,MoMo
1619,731,Food,Zara,1446000,2,2024-10-03,Lazada,ZaloPay
1620,877,Fashion,Samsung,575000,1,2025-05-21,Website,MoMo
1621,105,Fashion,Nike,222000,2,2024-08-21,Tiki,MoMo
1622,608,Sports,Samsung,205000,4,2025-07-30,Tiki,MoMo
1623,305,Fashion,Nike,924000,4,2024-12-20,Shopee,MoMo
1624,196,Food,Adidas,1005000,2,2024-12-05,Tiki,Banking
1625,270,Food,Zara,1351000,3,2025-05-13,Shopee,ZaloPay
1626,642,Sports,Samsung,924000,4,2025-04-26,Website,ZaloPay
1627,611,Food,Adidas,1998000,2,2025-03-04,Tiki,Banking
1628,924,Fashion,Adidas,235000,4,2025-05-22,Lazada,ZaloPay
1629,114,Beauty,Nike,1422000,2,2024-09-30,Shopee,COD
1630,30,Electronics,Nike,426000,3,2024-10-27,Website,ZaloPay
1631,522,Electronics,Adidas,204000,3,2024-11-26,Website,ZaloPay
1632,730,Electronics,Nike,926000,2,2025-07-23,Website,Banking
1633,527,Fashion,Xiaomi,438000,2,2025-06-25,Lazada,ZaloPay
1634,309,Travel,Adidas,685000,3,2025-04-07,Website,COD
1635,339,Travel,H&M,1762000,2,2025-05-29,Shopee,Banking
1636,668,Travel,Adidas,774000,1,2025-01-02,Tiki,ZaloPay
1637,283,Books,H&M,730000,2,2024-12-19,Lazada,Banking
1638,716,Electronics,Nike,1635000,3,2024-12-13,Shopee,Banking
1639,135,Home,Samsung,758000,2,2024-09-14,Shopee,Banking
1640,946,Travel,Zara,1028000,1,2025-07-28,Tiki,MoMo
1641,166,Travel,Samsung,530000,3,2024-12-30,Tiki,MoMo
1642,535,Fashion,Apple,455000,2,2025-03-09,Tiki,COD
1643,750,Home,Apple,1043000,2,2025-03-26,Tiki,Banking
1644,275,Food,Xiaomi,1075000,1,2024-08-29,Lazada,MoMo
1645,475,Electronics,H&M,1505000,3,2024-08-17,Tiki,MoMo
1646,898,Books,Nike,630000,3,2024-09-16,Website,MoMo
1647,227,Home,Nike,1145000,4,2025-06-17,Shopee,ZaloPay
1648,458,Beauty,Adidas,708000,1,2025-06-04,Tiki,MoMo
1649,905,Books,Nike,751000,4,2024-08-28,Lazada,ZaloPay
1650,854,Beauty,H&M,199000,3,2025-05-16,Tiki,Banking
1651,414,Sports,Xiaomi,1199000,1,2024-11-24,Website,Banking
1652,832,Sports,Xiaomi,1898000,1,2025-03-18,Lazada,MoMo
1653,808,Fashion,Xiaomi,559000,1,2025-01-15,Website,Banking
1654,102,Travel,H&M,216000,3,2025-06-12,Lazada,COD
1655,10,Home,Adidas,685000,4,2025-08-03,Lazada,COD
1656,576,Books,Zara,1845000,3,2025-02-19,Website,Banking
1657,372,Travel,Apple,637000,4,2025-03-18,Shopee,ZaloPay
1658,111,Electronics,Zara,464000,4,2024-10-15,Website,MoMo
1659,584,Electronics,Adidas,854000,2,2025-08-04,Website,ZaloPay
1660,833,Fashion,H&M,1537000,1,2024-10-04,Tiki,MoMo
1661,203,Fashion,H&M,1294000,4,2024-08-21,Lazada,MoMo
1662,367,Electronics,Apple,1726000,3,2025-05-29,Shopee,ZaloPay
1663,589,Sports,Xiaomi,1215000,3,2025-03-28,Shopee,Banking
1664,45,Books,Zara,1304000,3,2025-02-20,Website,Banking
1665,391,Sports,Samsung,1513000,1,2025-06-06,Website,MoMo
1666,660,Food,Samsung,821000,4,2024-08-13,Lazada,MoMo
1667,981,Travel,Apple,402000,3,2025-07-27,Shopee,ZaloPay
1668,243,Food,H&M,849000,2,2024-11-05,Website,ZaloPay
1669,243,Travel,Zara,1359000,1,2025-02-20,Tiki,Banking
1670,52,Beauty,Adidas,458000,2,2024-12-29,Tiki,COD
1671,199,Sports,H&M,1570000,2,2024-12-15,Website,Banking
1672,741,Fashion,Zara,1512000,3,2025-03-18,Shopee,ZaloPay
1673,398,Fashion,Apple,1700000,3,2024-12-30,Lazada,MoMo
1674,259,Sports,Samsung,1588000,1,2024-09-12,Tiki,MoMo
1675,777,Home,Apple,1345000,1,2025-06-17,Tiki,MoMo
1676,182,Electronics,Adidas,70000,4,2024-09-08,Website,MoMo
1677,587,Electronics,Nike,392000,2,2024-11-15,Tiki,MoMo
1678,369,Fashion,Zara,1085000,3,2024-08-17,Lazada,ZaloPay
1679,646,Sports,Adidas,130000,1,2025-02-18,Website,Banking
1680,521,Home,H&M,842000,3,2025-02-24,Tiki,Banking
1681,914,Books,Apple,160000,1,2025-04-01,Shopee,COD
1682,992,Home,Xiaomi,1905000,3,2025-07-05,Shopee,COD
1683,839,Electronics,Xiaomi,211000,4,2024-10-19,Lazada,COD
1684,223,Home,H&M,1798000,1,2025-06-18,Website,ZaloPay
1685,572,Fashion,H&M,145000,4,2025-05-21,Tiki,Banking
1686,683,Travel,Samsung,1142000,1,2024-09-27,Tiki,Banking
1687,474,Books,Zara,1178000,1,2025-02-10,Lazada,COD
1688,980,Electronics,Nike,1093000,3,2025-04-23,Website,ZaloPay
1689,693,Books,Xiaomi,908000,2,2025-07-26,Lazada,MoMo
1690,344,Electronics,Xiaomi,87000,4,2024-09-03,Website,Banking
1691,915,Fashion,Xiaomi,1227000,3,2025-04-03,Website,COD
1692,775,Home,Samsung,1401000,2,2025-05-21,Tiki,Banking
1693,934,Fashion,Adidas,1591000,2,2025-05-26,Website,Banking
1694,25,Travel,Apple,78000,1,2025-03-20,Lazada,COD
1695,126,Books,H&M,964000,4,2025-03-19,Lazada,Banking
1696,543,Food,H&M,1933000,4,2024-11-10,Shopee,COD
1697,467,Electronics,Samsung,1133000,1,2025-06-08,Website,MoMo
1698,265,Travel,H&M,1270000,1,2024-10-12,Website,Banking
1699,145,Electronics,Zara,1818000,3,2025-06-19,Tiki,MoMo
1700,911,Home,Apple,407000,3,2024-08-10,Lazada,Banking
1701,699,Electronics,Zara,207000,2,2024-10-17,Website,ZaloPay
1702,592,Travel,Apple,1775000,4,2024-12-09,Shopee,MoMo
1703,301,Food,Nike,1893000,1,2025-04-06,Tiki,Banking
1704,481,Home,H&M,1096000,4,2024-11-25,Shopee,Banking
1705,504,Food,Adidas,61000,2,2024-09-07,Shopee,Banking
1706,24,Home,Xiaomi,1390000,4,2024-12-16,Tiki,Banking
1707,286,Home,Adidas,555000,1,2025-01-25,Shopee,Banking
1708,569,Fashion,H&M,1532000,1,2025-02-21,Shopee,ZaloPay
1709,726,Travel,Xiaomi,1041000,3,2025-05-15,Lazada,Banking
1710,182,Books,Adidas,1154000,1,2024-10-01,Lazada,ZaloPay
1711,794,Books,Apple,814000,4,2024-09-05,Shopee,ZaloPay
1712,186,Home,Zara,157000,2,2025-04-07,Shopee,MoMo
1713,562,Books,Adidas,1993000,2,2025-05-13,Tiki,COD
1714,74,Books,Samsung,1397000,3,2025-01-20,Lazada,MoMo
1715,815,Sports,Adidas,1543000,1,2024-12-12,Shopee,ZaloPay
1716,836,Books,Xiaomi,374000,4,2025-03-15,Shopee,ZaloPay
1717,304,Food,Samsung,1218000,4,2025-03-12,Tiki,MoMo
1718,876,Fashion,Xiaomi,668000,4,2025-03-11,Lazada,MoMo
1719,228,Beauty,Apple,1131000,2,2025-03-09,Lazada,ZaloPay
1720,345,Fashion,Apple,1707000,4,2025-03-31,Lazada,MoMo
1721,428,Fashion,Xiaomi,546000,3,2024-11-10,Website,Banking
1722,181,Books,Adidas,71000,2,2024-11-02,Website,Banking
1723,50,Beauty,Adidas,195000,1,2025-01-31,Lazada,ZaloPay
1724,997,Electronics,Apple,1470000,1,2024-11-14,Tiki,MoMo
1725,933,Beauty,Adidas,1249000,1,2025-06-29,Shopee,Banking
1726,886,Sports,Xiaomi,1918000,3,2025-04-02,Tiki,MoMo
1727,199,Beauty,Nike,498000,2,2025-05-30,Tiki,ZaloPay
